;dewp;pres;temp;wind;
3;0,0;0,0;0,0;0,0;
4;0,0;0,0;0,0;0,0;
5;0,0;0,0;0,0;0,0;
6;0,0;0,0;0,0;0,0;
7;0,0;0,0;0,0;0,0;
8;0,0;0,0;0,0;0,0;
9;0,0;0,0;0,0;0,0;
10;0,0;0,0;0,0;0,0;
11;0,0;0,0;0,0;0,0;
12;0,0;0,0;0,0;0,0;
13;0,0;0,0;0,0;0,0;
14;0,0;0,0;0,0;0,0;
15;0,0;0,0;0,0;0,0;
16;0,0;0,0;0,0;0,0;
17;0,0;0,0;0,0;0,0;
18;0,0;0,0;0,0;0,0;
19;0,0;0,0;0,0;0,0;
20;0,0;0,0;0,0;0,0;
21;0,0;0,0;0,0;0,0;
22;0,0;0,0;0,0;0,0;
23;0,0;0,0;0,0;0,0;
24;0,0;0,0;0,0;0,0;
25;0,0;0,0;0,0;0,0;
26;0,0;0,0;0,0;0,0;
27;0,0;0,0;0,0;0,0;
28;0,0;0,0;0,0;0,0;
29;0,0;0,0;0,0;0,0;
30;0,0;0,0;0,0;0,0;
31;0,0;0,0;0,0;0,0;
32;0,0;0,0;0,0;0,0;
33;0,0;0,0;0,0;0,0;
34;0,0;0,0;0,0;0,0;
35;0,0;0,0;0,0;0,0;
36;0,0;0,0;0,0;0,0;
37;0,0;0,0;0,0;0,0;
38;0,0;0,0;0,0;0,0;
39;0,0;0,0;0,0;0,0;
40;0,0;0,0;0,0;0,0;
41;0,0;0,0;0,0;0,0;
42;0,0;0,0;0,0;0,0;
43;0,0;0,0;0,0;0,0;
44;0,0;0,0;0,0;0,0;
45;0,0;0,0;0,0;0,0;
46;0,0;0,0;0,0;0,0;
47;0,0;0,0;0,0;0,0;
48;0,0;0,0;0,0;0,0;
49;0,0050075896437086495;0,0026701405049466814;0,018991966393792453;0,004491929040972088;
50;0,0038486328459536676;0,0024487597163446425;0,022208521813205418;0,00443689858552648;
51;0,003985222512241164;0,0031223132405077962;0,015973281404589253;0,0038252709608347546;
52;0,002980206699998711;0,0020203665224509024;0,010140786694922856;0,0020577888861762423;
53;0,004357199354693174;0,0025338341066839555;0,014007577923104307;0,004970582736547568;
54;0,005144587286203506;0,002473170309711837;0,01695246706539695;0,005723897562154412;
55;0,0042921048519943585;0,0030251117934560756;0,01617809990057114;0,004537195994334756;
56;0,0035629152502483284;0,002320841970015576;0,019024662358223556;0,004159078588661759;
57;0,002231778946302676;0,0021887272389679666;0,012440708183838302;0,004066130566498122;
58;0,0033954445869067754;0,0020065990314067413;0,017394866753108463;0,0046882503262643165;
59;0,0036541017483417205;0,002581897095231918;0,014365633913931556;0,0038108189243640012;
60;0,0038540338044264627;0,002429617474415314;0,017170085423534695;0,005210384442402872;
61;0,0030305047720187604;0,0021771048770214646;0,017381271693078796;0,005138359648126877;
62;0,002933317577295535;0,0024931143089713162;0,013635629602807751;0,0038554089293574277;
63;0,004396551858262433;0,0030782078766128686;0,021545106712778622;0,005704804621258129;
64;0,004908539802630687;0,003153050912541619;0,012997592041449242;0,003964679877480451;
65;0,003992009875679853;0,0027697480977176554;0,010141557249025863;0,0029601101104254736;
