;dewp;pres;temp;wind;
55;35,16781582950217;41,77708817126309;79,92804882033386;16,983300003262496;
56;53,98117135414056;52,1774492947082;139,72413192098628;25,40091860351453;
57;55,935922595451636;22,35732922902142;115,17500624084676;18,776377550015372;
58;74,51455110504868;22,762104777705854;123,56859849150314;24,148090221427985;
59;50,724898631774295;23,298631263030977;94,86201423247341;17,871488686110172;
60;37,0479860486362;25,228831574666582;49,13395547349783;14,99520660348302;
61;23,683694107718356;38,16509360034211;42,35732521327637;18,596397139687298;
62;40,18365392683224;56,750358355014676;70,21073114245584;21,62915877286274;
63;20,343705662181485;14,644355621740658;37,074122691706776;11,94151571946643;
64;22,830441704673554;43,682170731704346;37,75133407034214;16,607090161464768;
65;32,695417989290654;33,42925686301402;48,85530638303561;18,49726905646821;
66;162,77114374219397;94,27035715123563;113,60460594203902;71,06418370354633;
67;102,41048217118896;61,77880807391417;74,04488252972983;47,00101098155088;
68;47,72045536609221;68,07071311867779;65,29416882895318;19,942578905516584;
69;90,14640167005608;25,167120761028805;123,09550607307429;41,74591469664294;
70;96,76515891301408;107,2190458814471;298,1801502790612;47,96313110260377;
71;395,7887766837923;104,51248457520451;234,15509774329888;106,98023792155577;
72;555,0950255899315;167,3482201918876;393,53441262089274;32,62050562164093;
73;363,9613671338178;155,97878548383832;558,5921382127322;101,24364116783065;
74;186,85479875404246;56,67696028731389;187,98611913679906;33,79283856647293;
75;7119,467608080144;3010,544786498488;3530,934332112341;2005,0378454931094;
76;56,63083310196896;38,114028174717376;149,0062351340722;24,504433837601763;
77;55,67597765623486;18,170015999941754;140,33599860002803;18,36700545844643;
78;35,115779965836964;12,672934531919768;111,57195954402529;14,079046211094433;
79;30,51383799382256;10,613774208003875;105,67469885972926;11,906735873937118;
80;30,50926192931161;10,85548900635751;101,91836991618341;13,406799757393514;
81;62,762670789937864;35,580690753522084;137,43792844823184;23,741037584847373;
82;29,447095095363398;17,2828586387949;115,56020796444757;14,08257504058101;
83;31,529357624175628;18,228662832924694;114,57627110996134;12,758292882978436;
84;34,60739541514085;14,866337508423358;113,98096029729797;13,338968867040359;
85;30,824921394024503;9,9160107446999;102,18523197679384;12,396194845847498;
86;27,2712407123617;9,207306112357973;81,77675072580705;12,690325775708374;
87;21,341894633221045;11,648212814865682;80,12302845648766;11,957893406194923;
88;21,237335903476733;9,40450296558551;78,24249435900121;14,004179511409752;
89;32,1977535522865;12,616608081172998;85,13611254243185;23,55993498769398;
90;188,25379314992284;30,528697484640734;239,13092169991657;85,14697294421386;
91;21,95542508835994;10,328644754046943;58,84965995999404;14,343493146646699;
92;96,79684485060008;31,53501839696082;169,22831543223785;42,468617487216406;
93;91,01373495179381;34,27489237834058;116,34699355270698;33,44879569937779;
94;60,45857775885736;31,898789430545754;117,42334496235044;28,82159307666216;
95;469,75898602445704;68,41773339012957;190,03449193808456;208,2836842804525;
96;46,05487392558451;65,34020008744113;148,55892934772217;50,13881394800825;
97;48,21492469034708;33,077632888366786;98,32778074475178;22,19151835065263;
98;28,535249384649276;13,497623215606811;57,27577281493275;16,865904079138243;
99;20,837863989586918;16,342836636129963;62,830372614790804;9,743235598340723;
100;29,00433674548314;22,24243821197239;60,335662456991194;25,19004632272838;
101;27,160837801805535;19,883898992638947;70,47100144826383;13,081872140007041;
