;sglo;sdir;sdif;
ID: 3;0,0;0,0;0,0;
ID: 4;0,0;0,0;0,0;
ID: 5;0,0;0,0;0,0;
ID: 6;0,0;0,0;0,0;
ID: 7;0,0;0,0;0,0;
ID: 8;0,0;0,0;0,0;
ID: 9;0,0;0,0;0,0;
ID: 10;0,0;0,0;0,0;
ID: 11;0,0;0,0;0,0;
ID: 12;0,0;0,0;0,0;
ID: 13;0,0;0,0;0,0;
ID: 14;0,0;0,0;0,0;
ID: 15;0,0;0,0;0,0;
ID: 16;0,0;0,0;0,0;
ID: 17;0,0;0,0;0,0;
ID: 18;0,0;0,0;0,0;
ID: 19;0,0;0,0;0,0;
ID: 20;0,0;0,0;0,0;
ID: 21;0,0;0,0;0,0;
ID: 22;0,0;0,0;0,0;
ID: 23;0,0;0,0;0,0;
ID: 24;0,0;0,0;0,0;
ID: 25;0,0;0,0;0,0;
ID: 26;0,0;0,0;0,0;
ID: 27;0,0;0,0;0,0;
ID: 28;0,0;0,0;0,0;
ID: 29;0,0;0,0;0,0;
ID: 30;0,0;0,0;0,0;
ID: 31;0,0;0,0;0,0;
ID: 32;0,0;0,0;0,0;
ID: 33;0,0;0,0;0,0;
ID: 34;0,0;0,0;0,0;
ID: 35;0,0;0,0;0,0;
ID: 36;0,0;0,0;0,0;
ID: 37;0,0;0,0;0,0;
ID: 38;0,0;0,0;0,0;
ID: 39;0,0;0,0;0,0;
ID: 40;0,0;0,0;0,0;
ID: 41;0,0;0,0;0,0;
ID: 42;0,0;0,0;0,0;
ID: 43;0,0;0,0;0,0;
ID: 44;0,0;0,0;0,0;
ID: 45;0,0;0,0;0,0;
ID: 46;0,0;0,0;0,0;
ID: 47;0,0;0,0;0,0;
ID: 48;0,0;0,0;0,0;
ID: 49;485,60581767010245;611,8175844417151;294,67014995732717;
ID: 50;297,290031646392;363,73031606226004;206,74764800954463;
ID: 51;480,0157906330442;599,406215987392;291,316680070884;
ID: 52;478,302888960477;595,4189989504416;290,3007119389274;
ID: 53;477,04014047720216;592,2816112562679;289,5577923234019;
ID: 54;440,1269318959963;577,6911572196931;259,0223135964229;
ID: 55;0,004393917783518925;2,051348604458993;0,0021775728401959515;
ID: 56;325,030758588106;530,4465383152603;180,88219920968655;
ID: 57;374,30495470118615;555,4552525566877;214,58669828096504;
ID: 58;224,18543863938328;439,9714007346149;126,29619056305968;
ID: 59;355,0484133465043;1034,069731972331;184,42654278448677;
ID: 60;414,8798698612341;1612,5623719258592;179,61263351308253;
ID: 61;405,56994378489816;1356,8686150444908;169,80923479765485;
ID: 62;277,14444032807023;1106,3397513261061;114,13843569485873;
ID: 63;367,6335241414911;1365,4842314111124;150,02471813801162;
ID: 64;297,542829360407;1153,8784285768006;122,12934559168525;
ID: 65;363,14495383508205;1057,6698383616153;185,66638541729748;
ID: 66;136,22851462784143;515,2220743506025;67,3568517139477;
ID: 67;99,82876023768712;492,3308838581894;45,1842551165147;
ID: 68;463,48714484014175;998,6537039071759;217,32375064466416;
ID: 69;207,9073231590097;678,6077186273282;92,0444123423221;
ID: 70;459,51024688449456;976,0808498364865;216,73719857538427;
ID: 71;471,43389971521805;967,0713959479452;223,51233780021894;
ID: 72;387,39459655894785;914,7520184959614;182,02864456338065;
ID: 73;185,0151085356298;617,4100672375638;84,48378472947331;
ID: 74;179,22189182053768;591,2134284325085;81,87371666704033;
ID: 75;463,67674904075886;934,0485626980131;220,3501197040974;
ID: 76;210,31455149310491;478,9958462246091;94,3322207941197;
ID: 77;92,790826792673;248,09992251648708;46,79234068863575;
ID: 78;86,12624612974022;236,06924238719932;44,12536808988411;
ID: 79;83,53867651702026;228,6632610246879;43,15136259690255;
ID: 80;333,8963840006976;600,0341170059055;156,83618768586226;
ID: 81;213,83669836351248;436,73145451412324;102,4690039751779;
ID: 82;224,8333387613675;468,5122305425987;106,00829391114955;
ID: 83;274,3457558920722;872,8770703878788;123,71908707185766;
ID: 84;265,9903953303075;803,668394570222;121,70959667465429;
