;dewp;pres;temp;wind;
51;9,299195624707435;6,981126915187481;32,67537814290924;13,234282725969244;
52;9,818730271961492;4,801105010795295;31,528835971478458;11,441102150008735;
53;10,400630838225608;5,183889526135767;36,27055499561727;13,663311206340335;
54;10,658534454668045;4,543751511917142;35,140018276156106;13,741011009419408;
55;10,173813897740075;5,799240100442333;32,19544720043342;11,44680181857018;
56;9,547513968786829;7,411215948925729;31,6717176466454;12,24664150784227;
57;10,500891978078092;9,831265907243683;29,55961986207158;11,255918453471788;
58;11,922192780114994;9,3775268964755;33,52320491644964;11,914142212785881;
59;10,162037622094273;10,165876332152317;33,57811825912989;12,03097219898016;
60;11,447325880135347;6,909292011959854;31,233219646451147;11,501306570904912;
61;13,323449669578851;9,522412042560381;32,94538955904072;11,068413591118015;
62;17,067991182880718;8,348332221256392;39,99821851382812;12,177624990482032;
63;10,840684081202811;9,682955078579768;31,01308606015281;10,533680929599383;
64;12,681112401290273;7,083453593394047;32,27298034674257;10,44699909717139;
65;13,041829446262957;9,026368900246375;27,528925654487022;8,228483386060129;
66;12,798219599841284;5,875590603513034;25,128930762649603;8,674283617090671;
67;11,833265650895669;5,853375003692986;24,51879869595432;7,813111048411793;
68;11,393719578810234;5,490989564925422;23,522470754102056;7,440010696169383;
69;8,207312655902655;4,889929905150406;22,480430751664613;8,918891971509671;
70;9,62012364534039;6,08191513455685;21,068210017684184;6,985609616387395;
71;10,463827272692958;11,663195919889105;21,768736497818193;7,6706517225850925;
72;14,612107927760066;8,129851079889322;39,03091475691959;12,632298631426082;
73;9,646526643770882;10,986581128110938;22,214177338904417;6,597070867938848;
74;11,21669331636089;5,623126360587865;27,016651247507244;8,308601675740565;
75;11,763669997117908;4,606827164989632;26,80828352579157;7,540290726194069;
76;10,704297534791394;9,36395188806292;21,355846963843014;6,769732258344406;
77;11,737446090125975;5,495477012051547;24,560909369109847;7,098058143268146;
78;14,850931237080674;5,467809802552051;38,48561889763619;12,9499110612751;
79;12,926258912216383;8,238075380039497;35,14946073805054;13,592831673475752;
80;20,7707367346981;13,547798346711938;53,89311617848135;19,90207878163217;
81;9,939251654724352;15,703238337891346;31,33132281647345;14,412496353841062;
82;9,660278892920116;12,7471248559525;32,916244132904566;15,78804232287083;
83;29,76285726613029;24,36869558617837;117,28600929219128;43,70095253939996;
84;21,816336765283772;9,233185471864012;73,96129278314189;38,809285711730794;
85;8,194651449756977;10,11389691916583;15,165560006544483;10,559723916725904;
86;9,410539400663643;6,681435334134538;26,612236729295564;10,878413253555122;
87;8,060268600194032;9,509782231760218;77,77645700873659;27,922130144577245;
88;18,35220087700107;9,53624340892477;32,342625073103235;9,808779950334236;
89;17,5608916979833;9,694757254259763;41,69120817046627;14,835678547553774;
90;25,27846254833869;9,880041752600603;48,103492527295174;12,37763537916486;
91;21,149530259884187;12,99150198259564;132,54675446642077;65,97348448140905;
92;18,34357166310717;7,930473042364018;41,66187868946762;12,051436778902955;
93;19,71274774046484;7,136127147404457;44,76318874954654;15,341971927819166;
94;18,941931072260584;10,202508767632583;39,5488280954369;10,785754922058;
95;12,167081823389836;6,227836844509151;30,570762189970623;9,326238404986952;
96;15,37612662619573;7,734267650987209;42,01773494307572;15,365402203581489;
97;13,835627878765063;5,404157000771773;30,977253861103453;7,7824582232306945;
98;11,777515310606963;5,113817302764891;28,934737914643815;8,561173270842422;
99;10,19392455144355;3,0752115072065704;16,054443339846642;5,643663736979355;
100;6,525088454548604;5,235164800048955;13,631353301244292;4,871966465706544;
101;10,147911485140074;11,252069268269828;25,502159804992754;6,766928562859969;
