@
3,46.5215,6.5672,1,2
5,46.5214,6.56732,1,2
7,46.5212,6.56593,1,2
8,46.5212,6.56868,1,2
9,46.5214,6.56768,1,2
10,46.5189,6.5685,1,2
11,46.5199,6.56618,1,2
12,46.5212,6.56827,1,2
13,46.5209,6.56804,1,2
14,46.521,6.56757,1,2
15,46.5212,6.56803,1,2
17,46.5215,6.56746,1,2
18,46.5212,6.56769,1,2
19,46.5192,6.56852,1,2
21,46.5212,6.56709,1,2
23,46.5216,6.56709,1,2
24,46.5211,6.56768,1,2
25,46.5211,6.56858,1,2
26,46.5213,6.5672,1,2
27,46.5212,6.56621,1,2
30,46.5213,6.56751,1,2
31,46.5195,6.56833,1,2
32,46.5195,6.56806,1,2
33,46.5191,6.56815,1,2
34,46.5207,6.56844,1,2
35,46.5193,6.56796,1,2
36,46.5214,6.56849,1,2
37,46.5214,6.56803,1,2
39,46.5211,6.56743,1,2
40,46.5208,6.56769,1,2
41,46.521,6.56719,1,2
42,46.5215,6.56709,1,2
43,46.5209,6.56813,1,2
44,46.5211,6.56804,1,2
45,46.521,6.56814,1,2
46,46.5212,6.56845,1,2
47,46.5213,6.56547,1,2
49,46.5196,6.5669,1,2
50,46.5193,6.56802,1,2
51,46.5198,6.56561,1,2
53,46.5188,6.56824,1,2
54,46.5194,6.56689,1,2
55,46.5194,6.56633,1,2
56,46.521,6.56741,1,2
57,46.5206,6.56704,1,2
59,46.5209,6.56747,1,2
60,46.5197,6.5682,1,2
61,46.5205,6.56569,1,2
62,46.5205,6.56783,1,2
63,46.5216,6.56546,1,2
64,46.5206,6.56676,1,2
65,46.5201,6.56649,1,2
66,46.5194,6.56652,1,2
68,46.52,6.56711,1,2
69,46.5195,6.56858,1,2
70,46.5198,6.56658,1,2
71,46.5204,6.56629,1,2
72,46.5196,6.56665,1,2
73,46.5192,6.56707,1,2
75,46.5206,6.56647,1,2
76,46.5204,6.56853,1,2
79,46.5194,6.56892,1,2
80,46.519,6.56584,1,2
81,46.5192,6.56591,1,2
82,46.5204,6.56757,1,2
84,46.5194,6.56551,1,2
85,46.5182,6.56573,1,2
87,46.5186,6.56594,1,2
88,46.518,6.56637,1,2
89,46.5179,6.56575,1,2
92,46.5191,6.56744,1,2
93,46.5192,6.56889,1,2
94,46.5193,6.56773,1,2
95,46.5196,6.56891,1,2
96,46.519,6.56609,1,2
97,46.519,6.56736,1,2
98,46.518,6.56695,1,2
99,46.5209,6.56654,1,2
100,46.5191,6.56766,1,2
103,46.5189,6.56548,1,2
104,46.5185,6.56696,1,2
105,46.521,6.56782,1,2
106,46.5206,6.56825,1,2
107,46.5195,6.56789,1,2
109,46.5184,6.56532,1,2
111,46.5208,6.56607,1,2
121,46.5212,6.56797,1,2
122,46.52,6.56678,1,2
@
3,46.5215,6.5672,1,2
5,46.5214,6.56732,1,2
7,46.5212,6.56593,1,2
8,46.5212,6.56868,1,2
9,46.5214,6.56768,1,2
10,46.5189,6.5685,1,2
11,46.5199,6.56618,1,2
12,46.5212,6.56827,1,2
13,46.5209,6.56804,1,2
14,46.521,6.56757,1,2
15,46.5212,6.56803,1,2
17,46.5215,6.56746,1,2
18,46.5212,6.56769,1,2
19,46.5192,6.56852,1,2
21,46.5212,6.56709,1,2
23,46.5216,6.56709,1,2
24,46.5211,6.56768,1,2
25,46.5211,6.56858,1,2
26,46.5213,6.5672,1,2
27,46.5212,6.56621,1,2
30,46.5213,6.56751,1,2
@
3,46.5215,6.5672,10,2
5,46.5214,6.56732,20,2
7,46.5212,6.56593,10,2
8,46.5212,6.56868,20,2
9,46.5214,6.56768,10,2
10,46.5189,6.5685,20,2
11,46.5199,6.56618,10,2
12,46.5212,6.56827,20,2
13,46.5209,6.56804,10,2
14,46.521,6.56757,20,2
15,46.5212,6.56803,10,2
17,46.5215,6.56746,20,2
18,46.5212,6.56769,10,2
19,46.5192,6.56852,20,2
21,46.5212,6.56709,10,2
23,46.5216,6.56709,20,2
24,46.5211,6.56768,10,2
25,46.5211,6.56858,20,2
26,46.5213,6.5672,10,2
27,46.5212,6.56621,20,2
30,46.5213,6.56751,15,2
@
3,46.5215,6.5672,10,1
5,46.5214,6.56732,10,2
7,46.5212,6.56593,10,3
8,46.5212,6.56868,10,4
9,46.5214,6.56768,10,5
10,46.5189,6.5685,10,6
11,46.5199,6.56618,10,7
12,46.5212,6.56827,10,8
13,46.5209,6.56804,10,9
14,46.521,6.56757,10,10
15,46.5212,6.56803,10,11
17,46.5215,6.56746,10,12
18,46.5212,6.56769,10,13
19,46.5192,6.56852,10,14
21,46.5212,6.56709,10,15
23,46.5216,6.56709,10,16
24,46.5211,6.56768,10,17
25,46.5211,6.56858,10,18
26,46.5213,6.5672,10,19
27,46.5212,6.56621,10,20
30,46.5213,6.56751,10,21
@
3,46.5215,6.5672,1, 1
5,46.5214,6.56732,2, 1
7,46.5212,6.56593,3, 1
8,46.5212,6.56868,4, 1
9,46.5214,6.56768,5, 100
10,46.5189,6.5685,6, 100
11,46.5199,6.56618,7, 100
12,46.5212,6.56827,8, 100
13,46.5209,6.56804,9, 2
14,46.521,6.56757,10, 2
15,46.5212,6.56803,11, 2
17,46.5215,6.56746,12, 2
18,46.5212,6.56769,13, 2
19,46.5192,6.56852,14, 2
21,46.5212,6.56709,15, 2
23,46.5216,6.56709,16, 2
24,46.5211,6.56768,17, 2
25,46.5211,6.56858,18, 2
26,46.5213,6.5672,19, 2
27,46.5212,6.56621,20, 2
30,46.5213,6.56751,21, 2
@
3,46.5215,6.5672,1, 1
5,46.5214,6.56732,2, 1
7,46.5212,6.56593,3, 1
8,46.5212,6.56868,4, 1
9,46.5214,6.56768,1, 1
10,46.5189,6.5685,21, 1
11,46.5199,6.56618,21, 1
12,46.5212,6.56827,1, 1
13,46.5209,6.56804,9, 1
14,46.521,6.56757,10, 1
15,46.5212,6.56803,11, 1
17,46.5215,6.56746,12, 1
18,46.5212,6.56769,13, 1
19,46.5192,6.56852,14, 1
21,46.5212,6.56709,15, 1
23,46.5216,6.56709,16, 1
24,46.5211,6.56768,17, 1
25,46.5211,6.56858,18, 1
26,46.5213,6.5672,19, 1
27,46.5212,6.56621,20, 1
30,46.5213,6.56751,21, 1
@
3,46.5215,6.5672,1,1
5,46.5214,6.56732,1,2
7,46.5212,6.56593,1,3
8,46.5212,6.56868,1,4
9,46.5214,6.56768,1,5
10,46.5189,6.5685,1,6
11,46.5199,6.56618,1,7
12,46.5212,6.56827,1,8
13,46.5209,6.56804,1,9
14,46.521,6.56757,1,10
15,46.5212,6.56803,1,11
17,46.5215,6.56746,1,12
18,46.5212,6.56769,1,13
19,46.5192,6.56852,1,14
